Words,Sentiment Score,Year
topic,0.0,2014
i,0.0,2014
want,0.0772,2014
brief,0.0,2014
overview,0.0,2014
strong,0.5106,2014
perform,0.0,2014
onc,0.0,2014
again,0.0,2014
or,0.0,2014
exceed,0.0,2014
all,0.0,2014
key,0.0,2014
through,0.0,2014
focus,0.0,2014
three,0.0,2014
pillar,0.0,2014
consid,0.0,2014
essenti,0.0,2014
maxim,0.0,2014
drive,0.0,2014
long,0.0,2014
term,0.0,2014
growth,0.3818,2014
generat,0.0,2014
free,0.5106,2014
cash,0.0,2014
flow,0.0,2014
optim,0.0,2014
alloc,0.0,2014
net,0.0,2014
revenu,0.0,2014
near,0.0,2014
percent,0.0,2014
record,0.0,2014
billion,0.0,2014
adjust,0.0,2014
earn,0.0,2014
per,0.0,2014
share,0.296,2014
oper,0.0,2014
rose,0.0,2014
up,0.0,2014
exclud,0.0,2014
loss,-0.3182,2014
earli,0.0,2014
extinguish,0.0,2014
debt,-0.3612,2014
gain,0.5267,2014
legal,0.128,2014
settlement,0.0,2014
achiev,0.0,2014
this,0.0,2014
even,0.0,2014
after,0.0,2014
forgo,0.0,2014
approxim,0.0,2014
cent,0.0,2014
exit,0.0,2014
categori,0.0,2014
ve,0.0,2014
number,0.0772,2014
driver,0.0,2014
especi,0.0,2014
abil,0.0,2014
enterpris,0.0,2014
prescript,0.0,2014
dispens,0.0,2014
also,0.0,2014
fill,0.0,2014
more,0.0,2014
than,0.0,2014
use,0.0,2014
generic,0.0,2014
equival,0.0,2014
which,0.0,2014
effect,0.0,2014
patient,0.0,2014
profit,0.4404,2014
brand,0.0,2014
drug,0.0,2014
look,0.0,2014
ahead,0.0,2014
expect,0.0,2014
lose,-0.4019,2014
patent,0.0,2014
protect,0.3818,2014
replac,0.0,2014
by,0.0,2014
between,0.0,2014
furthermor,0.0,2014
complet,0.0,2014
red,0.0,2014
oak,0.0,2014
sourc,0.0,2014
ventur,0.0,2014
cardin,0.0,2014
largest,0.0,2014
entiti,0.0,2014
unit,0.0,2014
state,0.0,2014
combin,0.0,2014
scale,0.0,2014
along,0.0,2014
knowledg,0.0,2014
expertis,0.0,2014
should,0.0,2014
lead,0.0,2014
greater,0.3612,2014
save,0.4939,2014
client,0.0,2014
member,0.0,2014
return,0.0,2014
dividend,0.0,2014
repurchas,0.0,2014
board,0.0,2014
director,0.0,2014
quarter,0.0,2014
last,0.0,2014
recent,0.0,2014
approv,0.0,2014
mark,0.0,2014
th,0.0,2014
consecut,0.0,2014
keep,0.0,2014
solid,0.1531,2014
track,0.0,2014
toward,0.0,2014
payout,0.0,2014
ratio,0.0,2014
decemb,0.0,2014
announc,0.0,2014
program,0.0,2014
avail,0.0,2014
when,0.0,2014
identifi,0.0,2014
favor,0.4019,2014
produc,0.0,2014
total,0.0,2014
over,0.0,2014
same,0.0,2014
period,0.0,2014
sp,0.0,2014
index,0.0,2014
dow,0.0,2014
jone,0.0,2014
industri,0.0,2014
averag,0.0,2014
respect,0.4767,2014
outperform,0.0,2014
indic,0.0,2014
five,0.0,2014
basi,0.0,2014
well,0.2732,2014
stock,0.0,2014
outpac,0.0,2014
core,0.0,2014
strength,0.4939,2014
offer,0.0,2014
drove,0.0,2014
anoth,0.0,2014
success,0.5719,2014
cvscaremark,0.0,2014
competit,0.0,2014
price,0.0,2014
high,0.0,2014
level,0.0,2014
execut,0.0,2014
reson,0.0,2014
result,0.0,2014
segment,0.0,2014
start,0.0,2014
gross,-0.4767,2014
busi,0.0,2014
spread,0.0,2014
among,0.0,2014
plan,0.0,2014
govern,0.0,2014
employ,0.0,2014
retent,0.0,2014
rate,0.0,2014
s,0.0,2014
adher,0.0,2014
specialti,0.0,2014
advanc,0.0,2014
formulari,0.0,2014
strategi,0.0,2014
advisor,0.0,2014
mainten,0.0,2014
choic,0.0,2014
connect,0.0,2014
play,0.34,2014
win,0.5859,2014
retain,0.0,2014
present,0.0,2014
no,-0.296,2014
differenti,0.0,2014
capabl,0.0,2014
clinic,0.0,2014
chronic,0.0,2014
diseas,0.0,2014
current,0.0,2014
address,0.0,2014
diabet,0.0,2014
cardiovascular,0.0,2014
condit,0.0,2014
eight,0.0,2014
medicar,0.0,2014
medicaid,0.0,2014
it,0.0,2014
them,0.0,2014
star,0.0,2014
measur,0.0,2014
impact,0.0,2014
reimburs,0.0,2014
million,0.0,2014
enrol,0.0,2014
particip,0.0,2014
just,0.0,2014
see,0.0,2014
grow,0.0,2014
interest,0.4588,2014
deliveri,0.0,2014
option,0.0,2014
similar,0.0,2014
flexibl,0.0,2014
receiv,0.0,2014
mail,0.0,2014
network,0.0,2014
claim,0.0,2014
risen,0.0,2014
six,0.0,2014
about,0.0,2014
mil,0.0,2014
lion,0.0,2014
cvspharmaci,0.0,2014
book,0.0,2014
grown,0.0,2014
highlight,0.34,2014
approach,0.0,2014
power,0.0,2014
incorpor,0.0,2014
cvsminuteclin,0.0,2014
into,0.0,2014
exampl,0.0,2014
pilot,0.0,2014
reduc,0.0,2014
co,0.0,2014
payment,0.0,2014
cover,0.0,2014
live,0.0,2014
reinvent,0.0,2014
uniqu,0.0,2014
rise,0.0,2014
rapid,0.0,2014
across,0.0,2014
market,0.0,2014
project,0.0,2014
reach,0.0258,2014
spend,0.0,2014
compar,0.0,2014
util,0.0,2014
therapi,0.0,2014
hepat,0.0,2014
c,0.0,2014
such,0.0,2014
sovaldi,0.0,2014
harvoni,0.0,2014
pcsk,0.0,2014
inhibitor,-0.0772,2014
anticip,0.0,2014
class,0.0,2014
cholesterol,0.0,2014
notabl,0.0,2014
trend,0.0,2014
impos,0.0,2014
substanti,0.0,2014
burden,-0.4404,2014
they,0.0,2014
seek,0.0,2014
way,0.0,2014
control,0.0,2014
count,0.0,2014
expens,0.0,2014
medic,0.0,2014
ensur,0.0,2014
appropri,0.0,2014
prior,0.0,2014
author,0.0,2014
whi,0.0,2014
work,0.0,2014
hard,-0.1027,2014
led,0.0,2014
unparallel,0.0,2014
holist,0.0,2014
not,0.0,2014
support,0.4019,2014
site,0.0,2014
superior,0.5423,2014
accord,0.0,2014
rare,0.0,2014
enhanc,0.0,2014
roll,0.0,2014
out,0.0,2014
made,0.0,2014
acquisit,0.0,2014
coram,0.0,2014
novologix,0.0,2014
portfolio,0.0,2014
post,0.0,2014
despit,0.0,2014
front,0.0,2014
conscious,0.0,2014
time,0.0,2014
faster,0.0,2014
chain,0.0,2014
hold,0.0,2014
sale,0.0,2014
down,0.0,2014
under,0.0,2014
was,0.0,2014
obscur,0.0,2014
negat,0.0,2014
month,0.0,2014
sinc,0.0,2014
becam,0.0,2014
first,0.0,2014
nation,0.0,2014
cigarett,0.0,2014
shelv,0.0,2014
move,0.0,2014
reflect,0.0,2014
purpos,0.0,2014
will,0.0,2014
annual,0.0,2014
specif,0.0,2014
rest,0.0,2014
those,0.0,2014
shopper,0.0,2014
basket,0.0,2014
amount,0.0,2014
increment,0.0,2014
yet,0.0,2014
decis,0.0,2014
align,0.0,2014
search,0.0,2014
make,0.0,2014
attract,0.3612,2014
partner,0.0,2014
ultim,0.0,2014
recaptur,0.0,2014
lost,-0.3182,2014
elsewher,0.0,2014
beauti,0.0,2014
account,0.0,2014
given,0.0,2014
set,0.0,2014
goal,0.0,2014
penetr,0.0,2014
like,0.3612,2014
higher,0.0,2014
margin,0.0,2014
custom,0.0,2014
money,0.0,2014
saw,0.0,2014
launch,0.0,2014
makeup,0.0,2014
academi,0.0,2014
radianc,0.0,2014
platinum,0.0,2014
line,0.0,2014
item,0.0,2014
gold,0.0,2014
emblem,0.0,2014
abound,0.0,2014
healthi,0.0,2014
snack,0.0,2014
addit,0.0,2014
conveni,0.0,2014
destin,0.0,2014
healthier,0.0,2014
research,0.0,2014
conduct,0.0,2014
food,0.0,2014
would,0.0,2014
ad,0.0,2014
moreov,0.0,2014
less,0.0,2014
sensit,0.0,2014
promot,0.0,2014
partnership,0.0,2014
non,0.0,2014
alik,0.0,2014
embrac,0.0,2014
endeavor,0.0,2014
who,0.0,2014
pbms,0.0,2014
best,0.6369,2014
treat,0.4019,2014
forg,0.0,2014
regimen,0.0,2014
critic,-0.2732,2014
possess,0.0,2014
undergo,0.0,2014
blood,0.0,2014
pressur,0.0,2014
percentag,0.0,2014
point,0.0,2014
top,0.2023,2014
competitor,0.0,2014
translat,0.0,2014
mortal,0.0,2014
fewer,0.0,2014
heart,0.0,2014
attack,-0.4767,2014
stroke,0.0,2014
qualiti,0.0,2014
life,0.0,2014
reduct,0.0,2014
re,0.0,2014
hospit,0.0,2014
proper,0.0,2014
outpati,0.0,2014
hand,0.4939,2014
discharg,0.0,2014
follow,0.0,2014
home,0.0,2014
answer,0.0,2014
question,0.0,2014
confirm,0.0,2014
consumer,0.0,2014
driven,0.0,2014
larg,0.0,2014
part,0.0,2014
individu,0.0,2014
what,0.0,2014
call,0.0,2014
varieti,0.0,2014
initi,0.0,2014
direct,0.0,2014
host,0.0,2014
event,0.0,2014
enabl,0.0,2014
pay,-0.1027,2014
insur,0.0,2014
premium,0.0,2014
local,0.0,2014
introduc,0.0,2014
heathtag,0.0,2014
allow,0.2263,2014
messag,0.0,2014
remind,0.0,2014
get,0.0,2014
ac,0.0,2014
sugar,0.0,2014
screen,0.0,2014
pick,0.0,2014
relationship,0.0,2014
anchor,0.0,2014
limit,0.0,2014
prefer,0.0,2014
enter,0.0,2014
extracar,0.0,2014
vast,0.0,2014
major,0.0,2014
popul,0.0,2014
within,0.0,2014
few,0.0,2014
mile,0.0,2014
footprint,0.0,2014
exist,0.0,2014
seattl,0.0,2014
open,0.0,2014
acquir,0.0,2014
factor,0.0,2014
close,0.0,2014
equat,0.0,2014
two,0.0,2014
squar,0.0,2014
footag,0.0,2014
septemb,0.0,2014
miami,0.0,2014
base,0.0,2014
navarro,0.0,2014
discount,0.0,2014
strengthen,0.3182,2014
hispan,0.0,2014
marketplac,0.0,2014
fastest,0.0,2014
demograph,0.0,2014
next,0.0,2014
decad,0.0,2014
serv,0.0,2014
drugstor,0.0,2014
locat,0.0,2014
leverag,0.0,2014
neighborhood,0.0,2014
countri,0.0,2014
relev,0.0,2014
everi,0.0,2014
day,0.0,2014
loyalti,0.0,2014
indispens,0.0,2014
longest,0.0,2014
run,0.0,2014
gather,0.0,2014
shop,0.0,2014
experi,0.0,2014
invest,0.0,2014
most,0.0,2014
person,0.0,2014
activ,0.0,2014
cardhold,0.0,2014
includ,0.0,2014
e,0.0,2014
week,0.0,2014
piec,0.0,2014
redeem,0.0,2014
coupon,0.0,2014
declin,0.0,2014
newspap,0.0,2014
circul,0.0,2014
advantag,0.0,2014
reli,0.0,2014
heavili,0.0,2014
circular,0.0,2014
trip,0.0,2014
alway,0.0,2014
purchas,0.0,2014
extrabuck,0.0,2014
reward,0.5719,2014
robust,0.34,2014
digit,0.0,2014
empow,0.0,2014
navig,0.0,2014
onlin,0.0,2014
mobil,0.0,2014
tool,0.0,2014
text,0.0,2014
alert,0.296,2014
schedul,0.0,2014
appoint,0.0,2014
app,0.0,2014
acclaim,0.0,2014
eas,0.0,2014
experienc,0.0,2014
excel,0.4588,2014
satisfact,0.0,2014
prevent,0.0258,2014
end,0.0,2014
district,0.0,2014
columbia,0.0,2014
incept,0.0,2014
nurs,0.0,2014
practition,0.0,2014
physician,0.0,2014
assist,0.0,2014
visit,0.0,2014
add,0.0,2014
known,0.0,2014
score,0.0,2014
third,0.0,2014
parti,0.0,2014
how,0.0,2014
recommend,0.3612,2014
friend,0.4939,2014
colleagu,0.0,2014
organ,0.0,2014
own,0.0,2014
publish,0.0,2014
octob,0.0,2014
edit,0.0,2014
american,0.0,2014
journal,0.0,2014
show,0.0,2014
match,0.0,2014
ambulatori,0.0,2014
common,0.0,2014
although,0.0,2014
sore,-0.3612,2014
throat,0.0,2014
ear,0.0,2014
infect,0.0,2014
acut,0.0,2014
scope,0.0,2014
monitor,0.0,2014
treatment,0.0,2014
hypertens,0.0,2014
hyperlipidemia,0.0,2014
biometr,0.0,2014
cessat,0.0,2014
weight,0.0,2014
undertak,0.0,2014
primari,0.0,2014
doctor,0.0,2014
complement,0.0,2014
affili,0.0,2014
system,0.0,2014
throughout,0.0,2014
electron,0.0,2014
heighten,0.0,2014
collabor,0.0,2014
exchang,0.0,2014
repres,0.0,2014
tremend,0.0,2014
midst,0.0,2014
silver,0.0,2014
tsunami,0.0,2014
some,0.0,2014
babi,0.0,2014
boomer,0.0,2014
turn,0.0,2014
mean,0.0,2014
elig,0.0,2014
silverscript,0.0,2014
d,0.0,2014
group,0.0,2014
waiver,0.0,2014
afford,0.0,2014
act,0.0,2014
evalu,0.0,2014
tradit,0.0,2014
fee,0.0,2014
fuel,0.0,2014
leader,0.0,2014
give,0.0,2014
narrow,0.0,2014
sever,0.0,2014
bring,0.0,2014
public,0.0,2014
believ,0.0,2014
explor,0.0,2014
privat,0.0,2014
viabl,0.0,2014
retire,0.0,2014
carv,0.0,2014
standalon,0.0,2014
where,0.0,2014
lift,0.0,2014
clear,0.3818,2014
take,0.0,2014
full,0.0,2014
thank,0.3612,2014
so,0.0,2014
dilig,0.0,2014
themselv,0.0,2014
compel,0.0,2014
today,0.0,2014
my,0.0,2014
you,0.0,2014
your,0.0,2014
confid,0.0,2014
dear,0.3818,2015
fellow,0.0,2015
sharehold,0.0,2015
cvs,0.0,2015
health,0.0,2015
enjoy,0.4939,2015
a,0.0,2015
success,0.5719,2015
that,0.0,2015
was,0.0,2015
highlight,0.34,2015
by,0.0,2015
excel,0.4588,2015
perform,0.0,2015
across,0.0,2015
our,0.0,2015
enterpris,0.0,2015
and,0.0,2015
two,0.0,2015
key,0.0,2015
acquisit,0.0,2015
support,0.4019,2015
strategi,0.0,2015
for,0.0,2015
growth,0.3818,2015
in,0.0,2015
an,0.0,2015
evolv,0.0,2015
care,0.4939,2015
market,0.0,2015
is,0.0,2015
focus,0.0,2015
on,0.0,2015
creat,0.0,2015
superior,0.5423,2015
valu,0.0,2015
patient,0.0,2015
payor,0.0,2015
provid,0.0,2015
through,0.0,2015
unmatch,0.0,2015
suit,0.0,2015
of,0.0,2015
integr,0.0,2015
asset,0.3612,2015
from,0.0,2015
nationwid,0.0,2015
retail,0.0,2015
footprint,0.0,2015
to,0.0,2015
lead,0.0,2015
pharmaci,0.0,2015
benefit,0.4588,2015
manag,0.0,2015
pbm,0.0,2015
specialti,0.0,2015
busi,0.0,2015
now,0.0,2015
presenc,0.0,2015
long,0.0,2015
term,0.0,2015
we,0.0,2015
have,0.0,2015
forg,0.0,2015
competit,0.0,2015
advantag,0.0,2015
help,0.4019,2015
us,0.0,2015
broad,0.0,2015
rang,0.0,2015
trend,0.0,2015
they,0.0,2015
includ,0.0,2015
the,0.0,2015
implement,0.0,2015
afford,0.0,2015
act,0.0,2015
age,0.0,2015
popul,0.0,2015
increas,0.0,2015
prescript,0.0,2015
util,0.0,2015
rough,0.0,2015
million,0.0,2015
ad,0.0,2015
over,0.0,2015
past,0.0,2015
five,0.0,2015
year,0.0,2015
has,0.0,2015
captur,0.0,2015
percent,0.0,2015
one,0.0,2015
dispens,0.0,2015
channel,0.0,2015
other,0.0,2015
word,0.0,2015
are,0.0,2015
grow,0.0,2015
share,0.296,2015
expand,0.3182,2015
truli,0.0,2015
kind,0.5267,2015
compani,0.0,2015
get,0.0,2015
need,0.0,2015
work,0.0,2015
best,0.6369,2015
them,0.0,2015
product,0.0,2015
such,0.0,2015
as,0.0,2015
mainten,0.0,2015
choic,0.0,2015
connecttm,0.0,2015
advisor,0.0,2015
remain,0.0,2015
marketplac,0.0,2015
unparallel,0.0,2015
capabl,0.0,2015
holist,0.0,2015
clinic,0.0,2015
drive,0.0,2015
outcom,0.0,2015
client,0.0,2015
look,0.0,2015
down,0.0,2015
overal,0.0,2015
cost,0.0,2015
volum,0.0,2015
along,0.0,2015
with,0.0,2015
red,0.0,2015
oak,0.0,2015
generic,0.0,2015
sourc,0.0,2015
ventur,0.0,2015
cardin,0.0,2015
scale,0.0,2015
purchas,0.0,2015
expertis,0.0,2015
accomplish,0.4215,2015
this,0.0,2015
certain,0.2732,2015
aren,0.0,2015
t,0.0,2015
stand,0.0,2015
still,0.0,2015
broaden,0.0,2015
reach,0.0258,2015
omnicar,0.0,2015
nation,0.0,2015
s,0.0,2015
servic,0.0,2015
script,0.0,2015
annual,0.0,2015
approxim,0.0,2015
also,0.0,2015
grew,0.0,2015
core,0.0,2015
more,0.0,2015
than,0.0,2015
near,0.0,2015
target,0.0,2015
corpor,0.0,2015
transact,0.0,2015
which,0.0,2015
close,0.0,2015
decemb,0.0,2015
count,0.0,2015
number,0.0772,2015
i,0.0,2015
ll,0.0,2015
say,0.0,2015
about,0.0,2015
both,0.0,2015
these,0.0,2015
but,0.0,2015
let,0.0,2015
me,0.0,2015
first,0.0,2015
offer,0.0,2015
brief,0.0,2015
overview,0.0,2015
financi,0.0,2015
record,0.0,2015
revenu,0.0,2015
earn,0.0,2015
return,0.0,2015
billion,0.0,2015
onc,0.0,2015
again,0.0,2015
met,0.0,2015
or,0.0,2015
exceed,0.0,2015
all,0.0,2015
ongo,0.0,2015
three,0.0,2015
pillar,0.0,2015
consid,0.0,2015
essenti,0.0,2015
maxim,0.0,2015
generat,0.0,2015
signific,0.0,2015
free,0.5106,2015
cash,0.0,2015
flow,0.0,2015
optim,0.0,2015
capit,0.0,2015
alloc,0.0,2015
net,0.0,2015
while,0.0,2015
adjust,0.0,2015
per,0.0,2015
ep,0.0,2015
rose,0.0,2015
compar,0.0,2015
basi,0.0,2015
exclud,0.0,2015
amort,-0.4767,2015
relat,0.0,2015
charg,0.0,2015
disput,0.0,2015
legal,0.128,2015
settlement,0.0,2015
it,0.0,2015
loss,-0.3182,2015
earli,0.0,2015
extinguish,0.0,2015
debt,-0.3612,2015
back,0.0,2015
at,0.0,2015
steadi,0.0,2015
state,0.0,2015
introduc,0.0,2015
subsequ,0.0,2015
period,0.0,2015
am,0.0,2015
happi,0.0,2015
report,0.0,2015
hit,0.0,2015
higher,0.0,2015
end,0.0,2015
each,0.0,2015
oper,0.0,2015
profit,0.4404,2015
risen,0.0,2015
compound,0.0,2015
rate,0.0,2015
cagr,0.0,2015
grown,0.0,2015
dure,0.0,2015
dividend,0.0,2015
repurchas,0.0,2015
board,0.0,2015
director,0.0,2015
quarter,0.0,2015
approv,0.0,2015
addit,0.0,2015
mark,0.0,2015
th,0.0,2015
consecut,0.0,2015
keep,0.0,2015
track,0.0,2015
payout,0.0,2015
ratio,0.0,2015
expect,0.0,2015
deal,0.0,2015
repres,0.0,2015
effici,0.0,2015
strateg,0.0,2015
use,0.0,2015
will,0.0,2015
even,0.0,2015
after,0.0,2015
financ,0.0,2015
strong,0.5106,2015
balanc,0.0,2015
sheet,0.0,2015
well,0.2732,2015
ladder,0.0,2015
matur,0.0,2015
maintain,0.0,2015
high,0.0,2015
tripl,0.0,2015
b,0.0,2015
credit,0.3818,2015
allow,0.2263,2015
continu,0.0,2015
effect,0.0,2015
stock,0.0,2015
been,0.0,2015
tumultu,0.0,2015
produc,0.0,2015
total,0.0,2015
outperform,0.0,2015
major,0.0,2015
indic,0.0,2015
same,0.0,2015
sp,0.0,2015
index,0.0,2015
dow,0.0,2015
jone,0.0,2015
industri,0.0,2015
averag,0.0,2015
respect,0.4767,2015
notabl,0.0,2015
retent,0.0,2015
new,0.0,2015
win,0.5859,2015
reflect,0.0,2015
caremark,0.0,2015
model,0.0,2015
fuel,0.0,2015
top,0.2023,2015
bottom,0.0,2015
line,0.0,2015
anoth,0.0,2015
sell,0.0,2015
season,0.0,2015
result,0.0,2015
gross,-0.4767,2015
start,0.0,2015
plan,0.0,2015
account,0.0,2015
were,0.0,2015
veri,0.0,2015
employ,0.0,2015
segment,0.0,2015
execut,0.0,2015
price,0.0,2015
bring,0.0,2015
uniqu,0.0,2015
solut,0.0,2015
meet,0.0,2015
concern,0.0,2015
survey,0.0,2015
shown,0.0,2015
control,0.0,2015
prioriti,0.0,2015
follow,0.0,2015
varieti,0.0,2015
factor,0.0,2015
differ,0.0,2015
flexibl,0.0,2015
address,0.0,2015
led,0.0,2015
formulari,0.0,2015
exclus,0.0,2015
ensur,0.0,2015
access,0.0,2015
qualiti,0.0,2015
medic,0.0,2015
lowest,-0.3818,2015
possibl,0.0,2015
sinc,0.0,2015
time,0.0,2015
ve,0.0,2015
identifi,0.0,2015
most,0.0,2015
recent,0.0,2015
took,0.0,2015
bold,0.3818,2015
step,0.0,2015
hepat,0.0,2015
c,0.0,2015
pcsk,0.0,2015
inhibitor,-0.0772,2015
expens,0.0,2015
therapi,0.0,2015
potenti,0.0,2015
driver,0.0,2015
rise,0.0,2015
save,0.4939,2015
oversight,0.0,2015
cut,-0.2732,2015
half,0.0,2015
despit,0.0,2015
level,0.0,2015
drug,0.0,2015
launch,0.0,2015
valuabl,0.0,2015
surveil,0.0,2015
tool,0.0,2015
interact,0.0,2015
rx,0.0,2015
insight,0.0,2015
sale,0.0,2015
team,0.0,2015
simul,0.0,2015
impact,0.0,2015
design,0.0,2015
show,0.0,2015
how,0.0,2015
specif,0.0,2015
reduc,0.0,2015
medicar,0.0,2015
part,0.0,2015
d,0.0,2015
med,0.0,2015
had,0.0,2015
enrol,0.0,2015
silverscript,0.0,2015
pdp,0.0,2015
live,0.0,2015
rais,0.0,2015
captiv,0.0,2015
employe,0.0,2015
group,0.0,2015
waiver,0.0,2015
when,0.0,2015
under,0.0,2015
up,0.0,2015
prior,0.0,2015
make,0.0,2015
clear,0.3818,2015
leader,0.0,2015
space,0.0,2015
abil,0.0,2015
star,0.0,2015
fact,0.0,2015
largest,0.0,2015
achiev,0.0,2015
four,0.0,2015
breadth,0.0,2015
gain,0.5267,2015
throughout,0.0,2015
outsiz,0.0,2015
fastest,0.0,2015
sector,0.0,2015
specialtytm,0.0,2015
outpac,0.0,2015
nearest,0.0,2015
competitor,0.0,2015
tradit,0.0,2015
bar,0.0,2015
differenti,0.0,2015
take,0.0,2015
popular,0.4215,2015
give,0.0,2015
option,0.0,2015
pick,0.0,2015
their,0.0,2015
ani,0.0,2015
locat,0.0,2015
deliv,0.0,2015
mail,0.0,2015
prefer,0.0,2015
store,0.0,2015
pickup,0.0,2015
opportun,0.0,2015
consult,0.0,2015
pharmacist,0.0,2015
faceto,0.0,2015
face,0.0,2015
serv,0.0,2015
way,0.0,2015
roll,0.0,2015
out,0.0,2015
program,0.0,2015
among,0.0,2015
opt,0.0,2015
seen,0.0,2015
adher,0.0,2015
improv,0.0,2015
accord,0.0,2015
rare,0.0,2015
diseas,0.0,2015
case,0.0,2015
coram,0.0,2015
infus,0.0,2015
particular,0.0,2015
attract,0.3612,2015
manufactur,0.0,2015
who,0.0,2015
want,0.0772,2015
limit,0.0,2015
distribut,0.0,2015
network,0.0,2015
onli,0.0,2015
novologix,0.0,2015
technolog,0.0,2015
platform,0.0,2015
enabl,0.0,2015
those,0.0,2015
paid,0.0,2015
further,0.0,2015
front,0.0,2015
decreas,0.0,2015
driven,0.0,2015
primarili,0.0,2015
exit,0.0,2015
tobacco,0.0,2015
fill,0.0,2015
drugstor,0.0,2015
twice,0.0,2015
although,0.0,2015
play,0.34,2015
role,0.0,2015
non,0.0,2015
due,0.0,2015
mani,0.0,2015
put,0.0,2015
place,0.0,2015
custom,0.0,2015
economi,0.0,2015
exampl,0.0,2015
labor,0.0,2015
fallen,-0.3612,2015
wage,0.0,2015
inflat,0.0,2015
import,0.0,2015
what,0.0,2015
call,0.0,2015
consum,0.0,2015
direct,0.0,2015
imper,0.0,2015
stay,0.0,2015
encourag,0.0,2015
appropri,0.0,2015
behavior,0.0,2015
individu,0.0,2015
choos,0.0,2015
own,0.0,2015
public,0.0,2015
exchang,0.0,2015
can,0.0,2015
partner,0.0,2015
display,0.0,2015
center,0.0,2015
outreach,0.2732,2015
effort,0.0,2015
alreadi,0.0,2015
touch,0.0,2015
region,0.0,2015
seattl,0.0,2015
denver,0.0,2015
portland,0.0,2015
salt,0.0,2015
lake,0.0,2015
citi,0.0,2015
you,0.0,2015
find,0.0,2015
everi,0.0,2015
current,0.0,2015
process,0.0,2015
rebrand,0.0,2015
minuteclin,0.0,2015
typic,0.0,2015
so,0.0,2015
acquir,0.0,2015
open,0.0,2015
unit,0.0,2015
member,0.0,2015
enhanc,0.0,2015
relev,0.0,2015
easier,0.4215,2015
beauti,0.0,2015
extracar,0.0,2015
scope,0.0,2015
basket,0.0,2015
size,0.0,2015
gratifi,0.0,2015
given,0.0,2015
lacklust,0.0,2015
shop,0.0,2015
visit,0.0,2015
landscap,0.0,2015
margin,0.0,2015
categori,0.0,2015
emphasi,0.0,2015
combin,0.0,2015
remodel,0.0,2015
merchandis,0.0,2015
mix,0.0,2015
initi,0.0,2015
shopper,0.0,2015
respond,0.0,2015
enthusiast,0.3612,2015
healthi,0.0,2015
food,0.0,2015
strengthen,0.3182,2015
posit,0.0,2015
hispan,0.0,2015
demograph,0.0,2015
y,0.0,2015
más,0.0,2015
miami,0.0,2015
hundr,0.0,2015
not,0.0,2015
found,0.0,2015
saw,0.0,2015
test,0.0,2015
concept,0.0,2015
loyalti,0.0,2015
indispens,0.0,2015
build,0.0,2015
relationship,0.0,2015
person,0.0,2015
promot,0.0,2015
base,0.0,2015
respons,0.0,2015
stop,-0.296,2015
move,0.0,2015
better,0.4404,2015
align,0.0,2015
practic,0.0,2015
goal,0.0,2015
reason,0.0,2015
remov,0.0,2015
conveni,0.0,2015
buy,0.0,2015
cigarett,0.0,2015
could,0.0,2015
studi,0.0,2015
conduct,0.0,2015
research,0.0,2015
institut,0.0,2015
fewer,0.0,2015
pack,0.0,2015
sold,0.0,2015
where,0.0,2015
greater,0.3612,2015
without,0.0,2015
larg,0.0,2015
smoke,0.0,2015
cessat,0.0,2015
nurs,0.0,2015
practition,0.0,2015
expans,0.0,2015
washington,0.0,2015
dc,0.0,2015
within,0.0,2015
mile,0.0,2015
complementari,0.0,2015
epic,0.0,2015
electron,0.0,2015
inform,0.0,2015
system,0.0,2015
organ,0.0,2015
cover,0.0,2015
common,0.0,2015
primari,0.0,2015
diagnos,0.0,2015
explor,0.0,2015
transform,0.0,2015
digit,0.0,2015
telehealth,0.0,2015
just,0.0,2015
engag,0.0,2015
sever,0.0,2015
featur,0.0,2015
app,0.0,2015
experi,0.0,2015
money,0.0,2015
peopl,0.0,2015
older,0.0,2015
next,0.0,2015
doubl,0.0,2015
tailwind,0.0,2015
expenditur,0.0,2015
decad,0.0,2015
project,0.0,2015
mind,0.0,2015
necessari,0.0,2015
chronic,0.0,2015
dollar,0.0,2015
peer,0.0,2015
like,0.3612,2015
requir,0.0,2015
some,0.0,2015
form,0.0,2015
bolster,0.0,2015
continuum,0.0,2015
senior,0.0,2015
assist,0.0,2015
skill,0.0,2015
facil,0.0,2015
set,0.0,2015
leverag,0.0,2015
bridg,0.0,2015
histor,0.0,2015
gap,0.0,2015
unmet,0.0,2015
risk,-0.2732,2015
robust,0.34,2015
did,0.0,2015
complet,0.0,2015
coordin,0.0,2015
issu,0.0,2015
admitt,0.0,2015
discharg,0.0,2015
timeli,0.0,2015
emerg,0.0,2015
hospit,0.0,2015
readmiss,0.0,2015
home,0.0,2015
develop,0.0,2015
independ,0.0,2015
befor,0.0,2015
sign,0.0,2015
off,0.0,2015
must,0.0,2015
note,0.0,2015
pride,0.34,2015
contribut,0.0,2015
communiti,0.0,2015
foundat,0.0,2015
chariti,0.0,2015
classic,0.0,2015
grant,0.3612,2015
gift,0.4404,2015
american,0.0,2015
lung,0.0,2015
associ,0.0,2015
forc,0.0,2015
cancer,-0.6597,2015
campaign,0.0,2015
moreov,0.0,2015
remark,0.0,2015
colleagu,0.0,2015
volunt,0.0,2015
donat,0.0,2015
caus,0.0,2015
relief,0.4767,2015
